,2B,3B,HR,H,PA,BB,HBP,SF,G,AB,R,TB,RBI,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,SAC,XBH,GDP,GO,AO,GOAO,NP,score,result
5152,20,6,33,209,712,48,19,10,38,712,31,340,107,82,9,5,0.294,0.334,0.478,0.812,23,6,59,28,54,200,0.27,1806,3.496303448350954,2
5179,23,17,4,136,660,112,28,10,67,660,83,205,45,163,16,8,0.206,0.317,0.311,0.628,5,11,44,0,179,48,3.729,3290,3.4904554187747254,2
5153,10,17,30,238,462,10,40,5,18,462,54,372,105,191,25,8,0.515,0.52,0.805,1.325,18,3,57,16,47,199,0.236,660,3.496266757493205,2
5155,0,1,40,260,438,112,29,14,57,438,105,382,4,199,2,3,0.594,0.66,0.872,1.532,18,11,41,4,148,185,0.8,1099,3.4960675510742303,2
5156,15,18,30,237,715,9,6,15,2,715,114,378,52,148,18,10,0.331,0.333,0.529,0.862,15,14,63,7,17,190,0.089,968,3.4960490333086165,2
5157,16,14,51,209,499,47,23,11,108,499,7,406,10,42,31,1,0.419,0.46,0.814,1.274,26,11,81,18,137,92,1.489,929,3.4954353478424682,2
5158,30,20,23,121,227,117,40,14,37,227,85,260,8,60,42,10,0.533,0.665,1.145,1.81,3,1,73,1,10,199,0.05,1184,3.494665107960291,2
5159,47,5,30,187,722,68,18,11,127,722,55,334,5,150,39,10,0.259,0.318,0.463,0.781,2,10,82,26,100,34,2.941,159,3.494658891152701,2
5160,54,0,13,199,580,61,16,12,135,580,77,292,61,83,6,9,0.343,0.398,0.503,0.901,5,2,67,14,125,9,13.889,1331,3.494560596133069,2
5154,23,9,8,250,359,64,14,8,112,359,4,315,104,38,39,8,0.696,0.729,0.877,1.606,22,6,40,5,90,133,0.677,1778,3.496123717841245,2
5180,3,6,20,179,357,68,38,10,145,357,59,254,119,98,4,5,0.501,0.568,0.711,1.279,30,13,29,9,43,207,0.208,3112,3.490194868284286,2
5181,39,11,18,75,264,117,21,4,158,264,45,190,59,84,0,5,0.284,0.499,0.72,1.219,24,4,68,11,179,102,1.755,494,3.4895049154650053,2
5182,43,0,11,181,662,103,17,3,162,662,76,257,33,107,9,3,0.273,0.37,0.388,0.758,10,6,54,4,103,34,3.029,2307,3.489465024310964,2
5201,37,9,45,95,153,47,20,15,145,153,129,285,36,173,10,3,0.621,0.66,1.863,2.523,16,2,91,15,157,93,1.688,1901,3.4857651699062755,2
5202,7,10,9,123,329,100,15,1,147,329,107,177,102,59,40,10,0.374,0.519,0.538,1.057,15,13,26,19,131,209,0.627,776,3.4854172069058453,2
5203,41,13,35,118,328,24,26,5,122,328,27,290,102,9,14,2,0.36,0.398,0.884,1.282,23,5,89,3,179,174,1.029,2680,3.4852712740956258,2
5204,55,0,38,117,542,21,30,11,51,542,145,286,105,141,32,8,0.216,0.24,0.528,0.768,19,14,93,12,156,75,2.08,1955,3.4852177403149853,2
5205,29,3,40,150,195,58,29,0,97,195,61,305,111,166,49,8,0.769,0.822,1.564,2.386,16,11,72,19,153,130,1.177,2411,3.484968839850271,2
5206,7,9,52,146,505,2,29,9,83,505,81,327,124,24,15,9,0.289,0.287,0.648,0.935,9,5,68,6,116,1,116.0,2305,3.484738829851054,2
5200,40,6,21,249,450,34,18,11,45,450,52,364,92,50,32,10,0.553,0.572,0.809,1.381,22,15,67,4,5,128,0.039,145,3.485769977185454,2
5207,8,6,53,130,549,95,36,1,7,549,35,309,99,127,44,8,0.237,0.349,0.563,0.912,23,15,67,16,24,90,0.267,2188,3.4847027837103255,2
5209,58,11,31,218,597,9,23,8,7,597,129,391,24,101,17,2,0.365,0.37,0.655,1.025,9,3,100,24,46,15,3.067,924,3.4844069512814286,2
5210,15,5,34,190,298,115,38,7,115,298,22,317,41,171,8,3,0.638,0.726,1.064,1.79,4,5,54,4,15,114,0.132,1307,3.4842241770674818,2
5211,53,7,41,112,271,37,32,8,101,271,76,302,74,138,7,9,0.413,0.472,1.114,1.586,11,6,101,15,117,91,1.286,766,3.4838741387085976,2
5212,15,0,59,108,487,88,40,0,15,487,101,300,95,172,12,8,0.222,0.341,0.616,0.957,18,4,74,14,101,127,0.795,3277,3.483861858730742,2
5213,13,15,28,206,449,18,0,0,134,449,147,333,31,43,1,3,0.459,0.48,0.742,1.222,20,2,56,27,162,22,7.364,1416,3.4834923449263258,2
5214,17,4,60,232,420,56,23,9,30,420,47,437,39,196,43,7,0.552,0.594,1.04,1.634,25,6,81,21,42,36,1.167,147,3.4831337380514906,2
5208,31,1,52,142,230,69,9,7,159,230,14,331,72,30,50,4,0.617,0.69,1.439,2.129,1,9,84,15,1,103,0.01,217,3.484689146845925,2
5218,41,13,51,171,728,0,39,10,20,728,72,391,45,90,48,3,0.235,0.232,0.537,0.769,12,12,105,18,182,173,1.052,2982,3.482619754362893,2
5199,30,7,24,224,349,31,36,15,35,349,92,340,102,152,20,0,0.642,0.646,0.974,1.62,10,2,61,11,158,8,19.75,3177,3.4862331929349666,2
5197,10,2,50,260,438,10,8,13,121,438,7,424,102,177,10,7,0.594,0.586,0.968,1.554,22,9,62,6,41,31,1.323,133,3.4869855714596416,2
5183,31,13,12,193,598,61,9,2,18,598,58,286,105,175,1,2,0.323,0.384,0.478,0.862,30,2,56,17,27,37,0.73,595,3.4890660599024512,2
5184,50,11,22,203,284,50,19,3,124,284,28,341,44,156,24,2,0.715,0.751,1.201,1.952,1,15,83,16,65,87,0.747,2287,3.4889139923008754,2
5185,51,1,36,157,411,80,20,9,66,411,124,318,27,172,6,0,0.382,0.474,0.774,1.248,5,11,88,23,92,214,0.43,2210,3.4886464266767025,2
5186,12,19,49,243,649,4,3,5,12,649,27,440,54,128,35,5,0.374,0.375,0.678,1.053,2,11,80,18,150,65,2.308,3070,3.488453136529841,2
5187,19,14,15,246,348,6,14,6,6,348,139,338,117,81,29,10,0.707,0.7,0.971,1.671,10,12,48,9,40,62,0.645,2488,3.488304017120379,2
5188,28,16,1,139,158,80,30,3,81,158,73,202,122,24,43,2,0.88,0.909,1.278,2.187,10,8,45,20,72,25,2.88,212,3.488119590354865,2
5198,8,15,47,197,227,15,15,0,112,227,31,376,86,45,1,7,0.868,0.876,1.656,2.532,19,7,70,7,156,17,9.176,2329,3.486736398242085,2
5189,46,9,10,203,536,77,30,3,82,536,124,297,12,83,42,0,0.379,0.455,0.554,1.009,10,2,65,24,159,13,12.231,1554,3.4881195348309584,2
5191,35,11,34,111,188,64,23,4,161,188,3,270,88,28,25,10,0.59,0.684,1.436,2.12,18,14,80,29,191,183,1.044,1044,3.4878210821363913,2
5192,57,5,35,169,547,50,27,5,54,547,95,341,36,173,22,3,0.309,0.364,0.623,0.987,2,2,97,3,140,47,2.979,1099,3.4876981237761124,2
5193,31,20,35,107,329,57,29,3,63,329,64,283,56,93,29,5,0.325,0.422,0.86,1.282,30,9,86,29,65,12,5.417,289,3.487508886550462,2
5194,40,14,18,206,223,26,28,5,28,223,85,328,100,86,20,8,0.924,0.913,1.471,2.384,30,1,72,4,154,70,2.2,1897,3.4870309414261946,2
5195,33,13,21,141,264,36,8,6,33,264,132,263,118,7,12,0,0.534,0.578,0.996,1.574,15,2,67,9,166,126,1.317,350,3.4870173046965283,2
5196,35,19,19,228,373,23,20,13,30,373,78,358,54,100,37,2,0.611,0.614,0.96,1.574,20,2,73,28,21,17,1.235,2651,3.4869956949752363,2
5190,0,3,49,247,250,53,16,1,106,250,36,400,83,198,28,1,0.988,0.987,1.6,2.587,14,2,52,22,116,97,1.196,3151,3.4878343789138846,2
5294,38,17,18,81,478,84,3,2,58,478,36,207,103,190,34,4,0.169,0.293,0.433,0.726,19,12,73,17,26,57,0.456,2062,3.4692427637175323,2
5295,17,14,53,161,184,60,32,11,103,184,13,365,36,166,33,1,0.875,0.867,1.984,2.851,14,1,84,30,103,22,4.682,2046,3.46904681543805,2
5296,24,3,15,256,566,120,11,2,129,566,6,331,23,28,34,0,0.452,0.547,0.585,1.132,7,4,42,27,67,44,1.523,484,3.4690039062950317,2
5406,52,1,17,182,571,40,3,8,150,571,98,287,65,156,3,8,0.319,0.359,0.503,0.862,10,8,70,30,138,36,3.833,2091,3.4498874064701783,2
5405,17,7,24,190,246,87,31,13,14,246,74,293,105,161,13,10,0.772,0.801,1.191,1.992,29,11,48,7,61,137,0.445,2314,3.4501307469132945,2
5404,50,11,26,141,490,7,28,1,122,490,66,291,90,40,40,6,0.288,0.297,0.594,0.891,19,7,87,8,136,111,1.225,2237,3.450158036115117,2
5403,25,11,6,243,478,14,30,4,98,478,69,308,115,156,29,3,0.508,0.518,0.644,1.162,16,9,42,4,148,133,1.113,265,3.450217736333146,2
5402,8,13,57,157,412,58,29,8,40,412,60,362,43,26,23,1,0.381,0.45,0.879,1.329,14,10,78,23,127,204,0.623,358,3.4503598989283417,2
5401,11,1,46,107,662,108,33,6,28,662,52,258,108,112,47,10,0.162,0.277,0.39,0.667,14,4,58,1,63,144,0.438,2533,3.450822610910668,2
5400,8,17,17,205,624,47,3,6,122,624,150,298,6,47,32,5,0.329,0.372,0.478,0.85,15,3,42,21,20,162,0.123,2544,3.450967191707302,2
5399,31,3,57,121,277,6,40,10,145,277,101,329,82,53,17,6,0.437,0.433,1.188,1.621,12,4,91,3,169,6,28.167,2651,3.4509838869700156,2
5398,50,10,14,145,284,72,8,11,65,284,22,257,111,108,13,5,0.511,0.591,0.905,1.496,1,1,74,22,121,89,1.36,1320,3.4510052297225977,2
5397,17,9,12,213,587,91,11,13,111,587,103,284,20,75,39,4,0.363,0.44,0.484,0.924,5,4,38,1,60,112,0.536,2800,3.4511246065565135,2
5396,10,3,31,182,569,66,0,9,85,569,60,291,113,104,19,10,0.32,0.385,0.511,0.896,28,12,44,6,62,83,0.747,2508,3.4511641170075125,2
5395,42,15,51,137,322,23,13,15,67,322,114,362,6,27,10,7,0.425,0.444,1.124,1.568,1,10,108,28,182,42,4.333,1233,3.4513947797193874,2
5394,12,18,59,95,536,91,37,14,15,536,37,320,17,83,18,6,0.177,0.29,0.597,0.887,25,1,89,19,127,35,3.629,780,3.4515718650264846,2
5393,7,14,49,94,365,100,22,8,136,365,26,276,29,119,32,8,0.258,0.41,0.756,1.166,25,8,70,21,140,130,1.077,3280,3.4517252076280904,2
5392,57,6,26,94,522,79,37,2,92,522,21,241,89,143,19,6,0.18,0.287,0.462,0.749,11,7,89,22,90,102,0.882,659,3.45221558604543,2
5390,26,18,38,247,492,12,24,11,7,492,9,423,61,20,21,10,0.502,0.503,0.86,1.363,2,4,82,28,43,159,0.27,1105,3.452336995391984,2
5389,7,1,31,239,668,105,27,6,76,668,36,341,49,63,45,9,0.358,0.442,0.51,0.952,18,7,39,23,71,5,14.2,570,3.4523994444156387,2
5375,42,0,22,155,726,76,17,8,55,726,66,263,104,140,15,3,0.213,0.285,0.362,0.647,9,8,64,22,181,72,2.514,2453,3.4547692800759786,2
5376,33,2,47,163,392,48,25,12,142,392,38,341,60,85,46,7,0.416,0.467,0.87,1.337,10,12,82,27,144,57,2.526,264,3.454743982135217,2
5377,32,7,22,166,350,88,31,6,145,350,2,278,70,114,47,1,0.474,0.572,0.794,1.366,13,2,61,14,2,107,0.019,1694,3.454685657027821,2
5378,45,0,34,127,363,90,29,4,66,363,17,274,115,120,46,2,0.35,0.475,0.755,1.23,27,13,79,10,26,58,0.448,265,3.454512233660307,2
5379,60,11,10,150,250,32,7,3,136,250,32,262,109,47,2,8,0.6,0.639,1.048,1.687,2,6,81,29,115,183,0.628,3230,3.4543793072403437,2
5380,47,1,22,195,464,64,8,2,117,464,70,310,64,114,20,3,0.42,0.489,0.668,1.157,15,7,70,20,124,9,13.778,2993,3.4541971084804737,2
5407,33,0,8,251,440,114,6,15,16,440,13,308,107,174,12,8,0.57,0.641,0.7,1.341,2,11,41,1,52,111,0.468,118,3.4497463659827963,2
5381,44,5,42,153,220,113,24,15,39,220,52,333,18,184,49,0,0.695,0.764,1.514,2.278,11,5,91,5,2,177,0.011,3153,3.4541074859100616,2
5383,60,11,21,165,542,96,23,14,28,542,33,310,16,136,9,9,0.304,0.4,0.572,0.972,17,0,92,18,120,194,0.619,1687,3.453732357377312,2
5384,7,17,54,83,642,112,35,9,15,642,62,286,11,166,50,7,0.129,0.256,0.445,0.701,27,7,78,21,16,49,0.327,2769,3.4533052736550536,2
5385,25,7,20,226,519,104,10,3,30,519,119,325,14,199,18,8,0.435,0.527,0.626,1.153,13,10,52,30,126,114,1.105,2354,3.4530738289448317,2
5386,51,1,22,191,361,45,15,3,46,361,58,310,130,58,38,7,0.529,0.577,0.859,1.436,22,1,74,15,62,207,0.3,1401,3.453060902160023,2
5387,47,12,35,104,237,2,1,7,13,237,147,280,129,129,35,9,0.439,0.431,1.181,1.612,2,6,94,4,162,206,0.786,1368,3.4525721385701797,2
5388,28,13,41,245,350,11,24,14,69,350,53,422,35,7,47,1,0.7,0.683,1.206,1.889,28,13,82,1,122,64,1.906,3156,3.4524002427242357,2
5382,31,5,3,110,615,109,8,3,75,615,138,160,99,180,6,9,0.179,0.301,0.26,0.561,20,8,39,30,159,82,1.939,3074,3.453834127921411,2
5408,31,15,9,144,517,31,40,9,57,517,108,232,115,40,6,4,0.279,0.314,0.449,0.763,1,5,55,27,83,98,0.847,1292,3.4496226153706537,2
5409,15,2,42,193,324,103,3,5,48,324,127,338,28,55,11,7,0.596,0.685,1.043,1.728,0,14,59,16,183,44,4.159,377,3.4494674802809673,2
5410,25,9,30,251,385,21,16,8,141,385,84,384,26,37,21,3,0.652,0.657,0.997,1.654,3,12,64,12,67,132,0.508,497,3.449383438009828,2
5429,31,4,40,262,718,51,7,10,21,718,13,421,51,112,27,2,0.365,0.402,0.586,0.988,26,11,75,4,74,71,1.042,2746,3.4452710871453367,2
5430,16,13,47,174,248,13,10,13,62,248,62,357,97,17,46,2,0.702,0.682,1.44,2.122,23,13,76,14,68,74,0.919,1294,3.4452510194128383,2
5431,56,0,45,114,228,61,6,0,139,228,99,305,44,156,35,2,0.5,0.606,1.338,1.944,21,12,101,26,117,112,1.045,965,3.4451752297124454,2
5432,28,20,0,240,344,76,8,13,63,344,81,308,17,49,9,5,0.698,0.73,0.895,1.625,6,1,48,25,4,199,0.02,23,3.44517157996654,2
5433,39,12,22,197,202,24,1,13,55,202,43,326,117,173,43,3,0.975,0.925,1.614,2.539,29,14,73,6,195,98,1.99,44,3.4451384436790926,2
5434,42,0,14,98,269,83,22,11,121,269,114,182,125,42,50,7,0.364,0.499,0.677,1.176,5,15,56,1,55,216,0.255,2451,3.445079273266871,2
5428,17,0,38,193,545,114,8,14,125,545,76,324,1,58,12,10,0.354,0.456,0.594,1.05,23,3,55,9,89,195,0.456,2816,3.4453419334163566,2
5435,25,8,42,100,290,46,35,2,151,290,85,267,78,138,2,5,0.345,0.432,0.921,1.353,20,11,75,15,150,198,0.758,2368,3.4449958850789106,2
5437,32,10,9,215,353,32,25,11,118,353,18,294,121,63,7,2,0.609,0.624,0.833,1.457,16,10,51,24,12,96,0.125,1623,3.4444099827656682,2
5438,58,17,2,127,253,75,29,14,122,253,24,225,61,11,45,10,0.502,0.591,0.889,1.48,16,1,77,24,117,113,1.035,2730,3.4440839569467316,2
5440,32,16,3,234,323,117,2,1,32,323,16,307,40,62,15,7,0.724,0.796,0.95,1.746,0,5,51,11,13,84,0.155,2737,3.4434666123848126,2
5441,32,17,13,168,679,108,14,14,3,679,68,273,19,63,20,2,0.247,0.345,0.402,0.747,8,12,62,6,62,117,0.53,2575,3.443319551616848,2
5442,34,1,38,162,552,52,16,10,150,552,79,312,48,129,37,4,0.293,0.349,0.565,0.914,3,10,73,18,68,219,0.311,1439,3.443288165749985,2
5443,37,9,15,138,254,78,20,13,96,254,55,238,99,139,30,8,0.543,0.626,0.937,1.563,4,12,61,11,129,17,7.588,1858,3.442968304124971,2
5436,20,3,39,117,311,118,40,14,125,311,111,260,15,77,38,3,0.376,0.53,0.836,1.366,1,11,62,7,178,18,9.889,1190,3.444564632508404,2
5373,13,18,25,208,684,11,10,3,115,684,111,332,33,147,12,9,0.304,0.314,0.485,0.799,21,4,56,27,127,85,1.494,3154,3.4549404419049243,2
5427,45,12,20,206,359,1,27,7,88,359,78,335,85,123,29,2,0.574,0.564,0.933,1.497,8,14,77,21,130,174,0.747,346,3.4456047745928786,2
5425,16,16,26,164,262,51,21,6,77,262,93,290,72,176,10,1,0.626,0.674,1.107,1.781,15,7,58,29,187,173,1.081,2696,3.4461827604636293,2
5411,21,14,12,179,221,95,32,7,86,221,26,264,80,134,15,8,0.81,0.848,1.195,2.043,17,15,47,20,174,149,1.168,2535,3.4490022662053548,2
5412,10,10,50,171,439,44,17,8,111,439,50,351,53,148,13,7,0.39,0.438,0.8,1.238,8,9,70,10,30,114,0.263,1153,3.4489966271987083,2
5413,26,16,53,111,336,38,11,4,24,336,4,328,110,81,23,3,0.33,0.394,0.976,1.37,6,5,95,17,112,197,0.569,203,3.448669952286113,2
5414,4,11,60,148,680,7,27,14,71,680,95,354,67,106,38,2,0.218,0.221,0.521,0.742,22,0,75,8,176,116,1.517,2960,3.448012609887071,2
5415,18,7,48,230,238,59,37,13,48,238,77,406,25,4,35,2,0.966,0.932,1.706,2.638,8,6,73,11,20,51,0.392,2531,3.448006160296683,2
5416,25,3,19,240,253,55,32,11,148,253,12,328,97,140,44,3,0.949,0.925,1.296,2.221,16,13,47,14,13,59,0.22,1836,3.447952365698065,2
5426,36,7,33,241,432,18,18,9,158,432,49,390,27,55,18,2,0.558,0.564,0.903,1.467,23,3,76,0,152,145,1.048,1103,3.4461031142167533,2
5417,30,8,41,161,353,35,10,6,93,353,1,330,115,164,45,7,0.456,0.497,0.935,1.432,12,0,79,15,38,42,0.905,1630,3.447434304417023,2
5419,4,6,54,188,204,3,19,12,150,204,126,366,67,23,44,1,0.922,0.872,1.794,2.666,5,0,64,7,112,77,1.455,2755,3.447389045496403,2
5420,56,2,19,119,448,29,34,13,148,448,126,236,90,40,40,3,0.266,0.302,0.527,0.829,30,15,77,1,11,210,0.052,175,3.447111958302412,2
5421,18,14,27,163,575,25,39,14,93,575,14,290,116,126,48,8,0.283,0.306,0.504,0.81,11,7,59,12,140,98,1.429,550,3.4469368528234705,2
5422,49,12,13,175,674,69,40,4,93,674,38,287,33,183,46,5,0.26,0.327,0.426,0.753,17,8,74,27,5,148,0.034,3235,3.44661926119577,2
5423,4,0,49,201,648,47,31,15,39,648,97,352,91,83,15,4,0.31,0.349,0.543,0.892,22,0,53,13,141,59,2.39,431,3.446474291333855,2
5424,4,18,45,92,498,22,25,7,42,498,85,267,123,48,22,1,0.185,0.216,0.536,0.752,21,2,67,30,122,160,0.762,652,3.446195346776132,2
5418,11,6,31,219,378,109,29,2,47,378,94,335,25,142,36,9,0.579,0.671,0.886,1.557,12,2,48,25,72,178,0.404,1144,3.4473995340602843,2
5372,19,16,60,195,503,25,3,1,57,503,31,426,21,25,27,10,0.388,0.416,0.847,1.263,4,1,95,22,39,3,13.0,1300,3.454973394267001,2
5371,38,10,3,193,448,67,20,10,141,448,95,260,43,86,46,3,0.431,0.495,0.58,1.075,6,4,51,17,145,36,4.028,292,3.4551738652526365,2
5370,10,19,54,179,590,28,5,4,106,590,2,389,26,108,50,0,0.303,0.333,0.659,0.992,4,13,83,2,16,173,0.092,1289,3.4553009995876165,2
5316,1,12,17,224,326,84,5,4,15,326,139,300,73,29,29,6,0.687,0.744,0.92,1.664,21,11,30,30,129,189,0.683,1037,3.4665558522493556,2
5317,22,14,24,160,388,105,20,3,121,388,12,282,34,154,45,6,0.412,0.534,0.727,1.261,17,14,60,13,12,79,0.152,1094,3.466482145699389,2
5318,36,2,36,143,536,25,9,15,55,536,134,291,112,136,45,0,0.267,0.292,0.543,0.835,1,13,74,28,53,191,0.277,2080,3.4662963483095472,2
5319,35,4,20,239,462,115,11,5,27,462,96,342,10,170,23,2,0.517,0.608,0.74,1.348,19,3,59,14,13,52,0.25,2708,3.4659534646073107,2
5320,46,9,10,108,716,114,13,1,78,716,45,202,69,72,22,3,0.151,0.267,0.282,0.549,13,14,65,15,40,67,0.597,468,3.4658901003904723,2
5321,27,5,49,183,338,44,15,9,1,338,88,367,91,122,3,4,0.541,0.581,1.086,1.667,30,1,81,21,18,175,0.103,1327,3.465807765685955,2
5315,5,3,53,222,361,43,0,1,112,361,84,392,57,136,45,7,0.615,0.654,1.086,1.74,3,3,61,19,90,157,0.573,377,3.4668709599802865,2
5322,50,0,38,226,346,8,26,12,124,346,65,390,68,77,4,8,0.653,0.639,1.127,1.766,28,2,88,22,87,102,0.853,1810,3.4656950086914264,2
5324,47,5,24,190,506,59,13,11,159,506,52,319,26,117,16,5,0.375,0.432,0.63,1.062,4,4,76,14,167,102,1.637,483,3.4654123984009075,2
5325,28,20,19,251,354,31,13,10,57,354,14,376,56,67,41,8,0.709,0.714,1.062,1.776,0,6,67,13,66,93,0.71,2930,3.4652137198525934,2
5326,17,8,58,169,230,27,28,12,105,230,31,376,79,140,19,2,0.735,0.729,1.635,2.364,17,0,83,17,15,189,0.079,1886,3.4648956315051977,2
5327,36,12,6,195,280,66,26,0,16,280,70,273,120,162,24,8,0.696,0.754,0.975,1.729,11,12,54,14,167,29,5.759,1766,3.464482555634545,2
5328,29,9,6,167,439,72,27,13,39,439,77,232,130,108,17,8,0.38,0.456,0.528,0.984,18,9,44,19,107,60,1.783,1552,3.4639998385575446,2
5329,24,13,14,181,445,89,17,2,138,445,52,273,34,17,36,8,0.407,0.504,0.613,1.117,10,12,51,3,77,33,2.333,2986,3.4639259460875285,2
5323,41,0,24,200,306,89,6,4,83,306,102,313,53,100,11,9,0.654,0.724,1.023,1.747,11,9,65,3,22,77,0.286,2407,3.4656874638709523,2
5330,40,0,26,260,371,43,32,4,162,371,40,378,46,70,18,9,0.701,0.725,1.019,1.744,1,12,66,28,114,159,0.717,2103,3.463465260588681,2
5313,20,11,0,215,326,77,21,1,45,326,103,257,108,77,31,6,0.66,0.723,0.788,1.511,10,4,31,8,105,59,1.78,1482,3.4670254722963083,2
5311,37,3,42,200,534,70,6,0,13,534,76,369,54,182,24,7,0.375,0.447,0.691,1.138,22,10,82,19,35,210,0.167,195,3.4673287980186505,2
5297,28,14,39,148,588,55,23,14,48,588,90,321,28,3,0,8,0.252,0.309,0.546,0.855,0,15,81,16,85,180,0.472,2925,3.468834701197822,2
5298,1,6,13,240,632,93,34,10,45,632,131,292,57,58,2,3,0.38,0.453,0.462,0.915,26,7,20,14,143,2,71.5,1848,3.4686401216444933,2
5299,32,2,28,219,746,77,33,2,103,746,24,339,46,134,28,7,0.294,0.359,0.454,0.813,13,13,62,19,97,162,0.599,933,3.4685406958120244,2
5300,27,7,27,141,308,72,17,10,42,308,144,263,84,11,45,1,0.458,0.546,0.854,1.4,20,10,61,20,153,142,1.077,1952,3.468533630511756,2
5301,45,18,9,153,493,31,3,12,61,493,71,261,94,157,18,4,0.31,0.343,0.529,0.872,21,3,72,2,100,142,0.704,61,3.4682122938691724,2
5302,19,1,32,154,647,85,10,6,12,647,77,271,128,156,39,0,0.238,0.324,0.419,0.743,26,11,52,23,119,179,0.665,2177,3.4678680102647474,2
5312,38,0,35,150,162,71,28,11,5,162,130,293,113,66,25,3,0.926,0.906,1.809,2.715,30,13,73,16,127,188,0.676,583,3.467152158078434,2
5303,38,2,8,206,284,97,20,9,47,284,34,272,126,55,31,3,0.725,0.777,0.958,1.735,29,15,48,20,187,101,1.851,824,3.4677876189784356,2
5305,13,1,50,122,401,114,31,14,56,401,50,287,79,100,29,10,0.304,0.446,0.716,1.162,13,0,64,29,176,209,0.842,3222,3.467638764371923,2
5306,4,10,8,128,684,110,18,6,114,684,66,176,103,130,29,6,0.187,0.297,0.257,0.554,0,2,22,15,64,132,0.485,3017,3.467628255640033,2
5307,10,3,50,174,588,43,11,15,28,588,145,340,75,47,37,9,0.296,0.336,0.578,0.914,16,1,63,9,40,158,0.253,778,3.467599979618925,2
5308,59,16,19,107,128,13,2,13,37,128,113,255,123,25,10,9,0.836,0.779,1.992,2.771,27,11,94,2,176,203,0.867,617,3.4674522141701005,2
5309,48,5,48,203,734,4,30,12,16,734,84,405,54,13,2,10,0.277,0.276,0.552,0.828,2,12,101,28,157,91,1.725,2123,3.46740599271791,2
5310,48,17,39,162,656,24,40,4,25,656,58,361,28,87,30,8,0.247,0.272,0.55,0.822,2,2,104,25,77,14,5.5,1150,3.4673957936965194,2
5304,16,4,57,189,537,17,23,9,135,537,69,384,52,181,43,2,0.352,0.366,0.715,1.081,27,7,77,30,49,119,0.412,1646,3.467775326628302,2
5146,24,8,30,242,368,86,26,8,18,368,123,372,9,59,43,9,0.658,0.71,1.011,1.721,21,0,62,23,75,120,0.625,352,3.4978274300018826,2
5331,41,5,54,110,683,92,38,4,25,683,55,323,27,146,1,2,0.161,0.259,0.473,0.732,24,5,100,3,90,193,0.466,2144,3.4632924292793987,2
5334,11,1,50,249,699,35,12,2,105,699,126,412,11,133,13,6,0.356,0.386,0.589,0.975,14,8,62,17,0,194,0.0,743,3.4630487516307897,2
5353,12,7,54,127,385,113,16,5,69,385,51,315,32,47,38,6,0.33,0.477,0.818,1.295,14,7,73,2,34,162,0.21,2648,3.457749831987573,2
5356,26,14,46,98,122,70,2,1,55,122,112,290,56,28,48,7,0.803,0.87,2.377,3.247,8,14,86,13,87,77,1.13,1794,3.456812126682692,2
5357,24,14,34,140,338,25,16,2,19,338,142,294,100,49,7,10,0.414,0.452,0.87,1.322,24,0,72,27,15,20,0.75,1018,3.456799745191127,2
5358,10,17,17,118,452,119,35,7,36,452,132,213,36,105,6,2,0.261,0.41,0.471,0.881,27,7,44,7,52,83,0.627,2508,3.4567821661544107,2
5359,19,3,51,158,410,23,25,3,49,410,107,336,116,54,45,4,0.385,0.415,0.82,1.235,25,9,73,26,145,94,1.543,1517,3.4566482090785855,2
5361,47,6,23,220,584,87,35,2,60,584,42,348,16,154,17,7,0.377,0.456,0.596,1.052,10,3,76,1,192,4,48.0,2449,3.456594770751789,2
5352,37,2,56,181,313,0,29,3,4,313,86,390,128,195,42,0,0.578,0.573,1.246,1.819,15,12,95,12,184,123,1.496,2124,3.4577647294317804,2
5362,58,12,12,116,285,50,28,9,152,285,1,234,103,13,42,2,0.407,0.483,0.821,1.304,3,12,82,6,133,43,3.093,3285,3.4564230840232084,2
5364,52,14,8,162,213,38,30,3,153,213,143,266,24,52,10,5,0.761,0.787,1.249,2.036,29,2,74,6,46,153,0.301,1824,3.4560862659465164,2
5365,25,13,12,202,570,73,27,7,160,570,60,289,12,9,5,7,0.354,0.423,0.507,0.93,1,6,50,5,118,170,0.694,2992,3.4559111422754456,2
5366,11,20,1,162,648,112,13,8,120,648,100,216,1,113,32,8,0.25,0.357,0.333,0.69,5,3,32,16,131,109,1.202,1581,3.455878133536569,2
5367,18,14,39,128,214,57,1,11,58,214,40,291,109,82,14,0,0.598,0.656,1.36,2.016,15,11,71,18,164,7,23.429,1566,3.455668848731388,2
5368,60,0,32,180,652,47,10,13,112,652,82,336,29,175,18,5,0.276,0.319,0.515,0.834,24,15,92,0,1,134,0.007,1147,3.455578934702765,2
5369,2,17,13,192,489,99,39,5,68,489,9,267,80,23,0,5,0.393,0.491,0.546,1.037,20,0,32,29,93,63,1.476,1984,3.455444608845601,2
5363,59,15,29,130,227,16,32,7,54,227,49,306,97,194,3,7,0.573,0.584,1.348,1.932,17,13,103,23,120,53,2.264,1539,3.4562351439095167,2
5333,13,5,3,229,640,103,6,13,113,640,135,261,30,3,6,6,0.358,0.439,0.408,0.847,29,12,21,7,11,107,0.103,1078,3.463191676745658,2
5351,26,19,20,84,271,23,23,1,116,271,98,208,125,154,47,4,0.31,0.363,0.768,1.131,29,9,65,21,131,205,0.639,3042,3.4578709373795586,2
